policy_id,customer_id,claim_type,region,claim_status,fraudulent_claim,accident_type,policy_type_x,processing_days,claim_amount,name,age,location,policy_type_y,policy_premium,risk_score,claim_to_premium_ratio,is_high_risk,processing_efficiency
POL00357,CUST00357,Travel,North,Rejected,No,Collision,Premium,18,19384,Customer_357,53,New York,Silver,1769,0.52,10.9576031656303,0,1076.888888888889
POL00358,CUST00358,Life,Central,Rejected,No,Other,Premium,25,33606,Customer_358,33,California,Silver,904,0.89,37.174778761061944,1,1344.24
POL00359,CUST00359,Health,West,Under Review,No,Flood,Premium,52,10860,Customer_359,51,Illinois,Platinum,1343,0.54,8.086373790022337,0,208.84615384615384
POL00360,CUST00360,Health,Central,Under Review,No,Flood,Premium,24,39757,Customer_360,50,Texas,Gold,2282,0.89,17.42199824715162,1,1656.5416666666667
POL00361,CUST00361,Auto,South,Under Review,No,Collision,Premium,12,16106,Customer_361,43,Texas,Gold,2064,0.73,7.803294573643411,1,1342.1666666666667
POL00362,CUST00362,Travel,West,Rejected,No,Flood,Standard,11,24574,Customer_362,52,California,Silver,1684,0.37,14.592636579572446,0,2234.0
POL00363,CUST00363,Life,East,Approved,No,Fire,Gold,7,24524,Customer_363,41,California,Gold,1246,0.58,19.682182985553773,0,3503.4285714285716
POL00364,CUST00364,Health,West,Approved,No,Collision,Premium,21,4636,Customer_364,67,Florida,Silver,2225,0.89,2.0835955056179776,1,220.76190476190476
POL00365,CUST00365,Travel,East,Under Review,No,Flood,Gold,37,11916,Customer_365,65,California,Silver,1640,0.8,7.265853658536585,1,322.05405405405406
POL00366,CUST00366,Auto,East,Under Review,No,Burglary,Premium,52,5809,Customer_366,66,California,Platinum,770,0.27,7.544155844155844,0,111.71153846153847
POL00367,CUST00367,Home,West,Under Review,No,Other,Premium,16,33201,Customer_367,44,Texas,Gold,1269,0.69,26.163120567375888,0,2075.0625
POL00368,CUST00368,Travel,East,Under Review,Yes,Flood,Standard,55,14456,Customer_368,69,Florida,Silver,2215,0.44,6.526410835214447,0,262.8363636363636
POL00369,CUST00369,Travel,East,Rejected,No,Fire,Platinum,26,49212,Customer_369,64,California,Platinum,2010,0.2,24.48358208955224,0,1892.7692307692307
POL00370,CUST00370,Home,South,Approved,Yes,Medical Emergency,Platinum,59,39765,Customer_370,63,California,Silver,2408,0.48,16.513704318936878,0,673.9830508474577
POL00371,CUST00371,Travel,Central,Under Review,No,Flood,Standard,26,35816,Customer_371,47,Florida,Platinum,671,0.36,53.377049180327866,0,1377.5384615384614
POL00372,CUST00372,Auto,Central,Rejected,No,Medical Emergency,Gold,50,46106,Customer_372,56,Illinois,Silver,2473,0.77,18.643752527294783,1,922.12
POL00373,CUST00373,Auto,South,Under Review,No,Burglary,Platinum,34,18100,Customer_373,57,Florida,Silver,773,0.44,23.415265200517464,0,532.3529411764706
POL00374,CUST00374,Home,West,Under Review,Yes,Flood,Standard,42,22949,Customer_374,29,Texas,Silver,758,0.78,30.275725593667545,1,546.4047619047619
POL00375,CUST00375,Life,North,Approved,No,Collision,Standard,42,5544,Customer_375,67,Illinois,Silver,1658,0.2,3.3437876960193003,0,132.0
POL00376,CUST00376,Health,North,Under Review,No,Medical Emergency,Platinum,49,38744,Customer_376,58,New York,Silver,2206,0.42,17.56300997280145,0,790.6938775510204
POL00377,CUST00377,Life,North,Approved,No,Burglary,Gold,55,46543,Customer_377,64,Florida,Gold,2245,0.37,20.73184855233853,0,846.2363636363636
POL00378,CUST00378,Travel,South,Approved,No,Collision,Standard,58,43783,Customer_378,35,Texas,Platinum,2271,0.36,19.279172170849847,0,754.8793103448276
POL00379,CUST00379,Health,South,Approved,No,Collision,Premium,12,27657,Customer_379,27,Illinois,Gold,921,0.25,30.02931596091205,0,2304.75
POL00380,CUST00380,Home,East,Rejected,No,Collision,Gold,31,37187,Customer_380,57,Florida,Silver,1944,0.33,19.129115226337447,0,1199.5806451612902
POL00381,CUST00381,Home,North,Rejected,No,Collision,Gold,31,48198,Customer_381,35,California,Gold,1709,0.59,28.20245757753072,0,1554.774193548387
POL00382,CUST00382,Health,West,Approved,No,Flood,Platinum,38,8239,Customer_382,40,Florida,Silver,2452,0.4,3.3601141924959217,0,216.81578947368422
POL00383,CUST00383,Auto,West,Under Review,Yes,Other,Platinum,25,15489,Customer_383,42,New York,Silver,863,0.49,17.947856315179607,0,619.56
POL00384,CUST00384,Health,North,Approved,Yes,Flood,Premium,34,44125,Customer_384,54,Florida,Gold,2478,0.46,17.806698950766748,0,1297.7941176470588
POL00385,CUST00385,Travel,North,Under Review,No,Flood,Standard,37,29538,Customer_385,34,Illinois,Gold,2130,0.81,13.867605633802818,1,798.3243243243244
POL00386,CUST00386,Auto,North,Approved,No,Burglary,Platinum,32,33049,Customer_386,42,Illinois,Silver,877,0.83,37.68415051311288,1,1032.78125
POL00387,CUST00387,Home,South,Under Review,Yes,Burglary,Platinum,51,38131,Customer_387,62,Florida,Silver,2046,0.55,18.63685239491691,0,747.6666666666666
POL00388,CUST00388,Health,South,Rejected,No,Other,Gold,37,43944,Customer_388,43,Illinois,Platinum,1079,0.43,40.726598702502315,0,1187.6756756756756
POL00389,CUST00389,Life,South,Under Review,No,Burglary,Platinum,9,9427,Customer_389,60,California,Silver,1390,0.27,6.782014388489209,0,1047.4444444444443
POL00390,CUST00390,Life,Central,Approved,Yes,Fire,Platinum,52,42348,Customer_390,37,Florida,Gold,1221,0.87,34.68304668304668,1,814.3846153846154
POL00391,CUST00391,Travel,West,Rejected,No,Other,Platinum,23,25285,Customer_391,27,California,Gold,1719,0.24,14.70913321698662,0,1099.3478260869565
POL00392,CUST00392,Life,West,Under Review,No,Burglary,Platinum,8,38626,Customer_392,34,California,Silver,1380,0.41,27.98985507246377,0,4828.25
POL00393,CUST00393,Health,East,Under Review,No,Other,Gold,39,43808,Customer_393,62,Texas,Silver,1621,0.41,27.025293028994447,0,1123.2820512820513
POL00394,CUST00394,Health,South,Under Review,Yes,Flood,Premium,53,23928,Customer_394,25,Florida,Silver,1104,0.42,21.67391304347826,0,451.47169811320754
POL00395,CUST00395,Life,Central,Under Review,Yes,Flood,Premium,21,20198,Customer_395,51,Illinois,Gold,521,0.32,38.767754318618046,0,961.8095238095239
POL00396,CUST00396,Health,Central,Under Review,Yes,Other,Standard,48,20758,Customer_396,32,California,Gold,1973,0.75,10.521033958438926,1,432.4583333333333
POL00397,CUST00397,Travel,West,Rejected,No,Fire,Platinum,32,16254,Customer_397,66,Texas,Gold,1695,0.29,9.589380530973452,0,507.9375
POL00398,CUST00398,Auto,South,Rejected,Yes,Fire,Gold,34,45238,Customer_398,41,Florida,Platinum,882,0.64,51.290249433106574,0,1330.5294117647059
POL00399,CUST00399,Travel,East,Rejected,No,Other,Standard,33,2252,Customer_399,33,Florida,Gold,633,0.29,3.557661927330174,0,68.24242424242425
POL00400,CUST00400,Travel,South,Rejected,No,Burglary,Standard,50,40764,Customer_400,30,New York,Gold,1949,0.25,20.9153412006157,0,815.28
POL00401,CUST00401,Health,North,Approved,No,Medical Emergency,Premium,57,13173,Customer_401,67,New York,Gold,1548,0.84,8.50968992248062,1,231.10526315789474
POL00402,CUST00402,Auto,South,Rejected,No,Fire,Gold,10,38441,Customer_402,49,California,Gold,1002,0.33,38.36427145708583,0,3844.1
POL00403,CUST00403,Health,North,Under Review,No,Collision,Gold,39,27698,Customer_403,63,New York,Gold,1708,0.77,16.216627634660423,1,710.2051282051282
POL00404,CUST00404,Home,North,Under Review,No,Flood,Gold,45,16781,Customer_404,52,California,Gold,1608,0.58,10.435945273631841,0,372.9111111111111
POL00405,CUST00405,Health,East,Rejected,No,Other,Premium,41,14051,Customer_405,57,Illinois,Gold,2090,0.25,6.722966507177033,0,342.7073170731707
POL00406,CUST00406,Health,West,Under Review,No,Collision,Premium,28,40649,Customer_406,61,California,Silver,2286,0.87,17.781714785651793,1,1451.75
POL00407,CUST00407,Health,South,Rejected,No,Other,Premium,33,7949,Customer_407,33,New York,Gold,643,0.37,12.362363919129082,0,240.87878787878788
POL00408,CUST00408,Auto,North,Under Review,No,Flood,Premium,53,43289,Customer_408,42,Illinois,Silver,2386,0.8,18.142917015926237,1,816.7735849056604
POL00409,CUST00409,Health,South,Approved,No,Flood,Premium,50,9017,Customer_409,45,New York,Silver,2433,0.32,3.706124126592684,0,180.34
POL00410,CUST00410,Auto,West,Approved,No,Fire,Platinum,57,7941,Customer_410,26,California,Silver,2202,0.8,3.606267029972752,1,139.31578947368422
POL00411,CUST00411,Life,West,Rejected,No,Fire,Platinum,35,26934,Customer_411,67,Texas,Gold,1935,0.21,13.91937984496124,0,769.5428571428571
POL00412,CUST00412,Home,Central,Rejected,No,Collision,Gold,39,24386,Customer_412,62,Florida,Gold,723,0.56,33.72890733056708,0,625.2820512820513
POL00413,CUST00413,Auto,West,Rejected,No,Other,Standard,37,11209,Customer_413,64,New York,Silver,719,0.74,15.58970792767733,1,302.94594594594594
POL00414,CUST00414,Life,East,Under Review,No,Flood,Gold,56,18715,Customer_414,60,California,Gold,678,0.85,27.603244837758112,1,334.19642857142856
POL00415,CUST00415,Auto,North,Rejected,No,Collision,Standard,25,29920,Customer_415,67,Illinois,Gold,2154,0.84,13.890436397400185,1,1196.8
POL00416,CUST00416,Auto,Central,Approved,Yes,Medical Emergency,Premium,36,32703,Customer_416,61,New York,Silver,932,0.77,35.08905579399141,1,908.4166666666666
POL00417,CUST00417,Home,East,Under Review,No,Collision,Standard,27,43318,Customer_417,39,New York,Gold,764,0.82,56.69895287958115,1,1604.3703703703704
POL00418,CUST00418,Travel,South,Rejected,No,Burglary,Gold,37,5637,Customer_418,52,Florida,Gold,1453,0.34,3.879559532002753,0,152.35135135135135
POL00419,CUST00419,Travel,North,Under Review,No,Collision,Gold,7,5854,Customer_419,42,California,Gold,928,0.4,6.308189655172414,0,836.2857142857143
POL00420,CUST00420,Auto,West,Under Review,Yes,Burglary,Standard,22,44088,Customer_420,58,Texas,Gold,2185,0.4,20.177574370709383,0,2004.0
POL00421,CUST00421,Health,North,Rejected,No,Burglary,Platinum,29,38660,Customer_421,46,Illinois,Gold,915,0.46,42.25136612021858,0,1333.103448275862
POL00422,CUST00422,Life,South,Under Review,Yes,Burglary,Premium,46,40811,Customer_422,35,California,Silver,1976,0.48,20.65334008097166,0,887.195652173913
POL00423,CUST00423,Health,Central,Approved,No,Medical Emergency,Premium,35,20856,Customer_423,37,Illinois,Silver,1226,0.58,17.01141924959217,0,595.8857142857142
POL00424,CUST00424,Health,Central,Approved,Yes,Collision,Gold,58,22833,Customer_424,28,New York,Silver,696,0.31,32.80603448275862,0,393.67241379310343
POL00425,CUST00425,Auto,Central,Under Review,No,Collision,Platinum,7,20963,Customer_425,46,Florida,Platinum,2077,0.68,10.092922484352432,0,2994.714285714286
POL00426,CUST00426,Auto,West,Rejected,Yes,Medical Emergency,Standard,44,37932,Customer_426,31,Florida,Silver,1576,0.32,24.068527918781726,0,862.0909090909091
POL00427,CUST00427,Auto,East,Under Review,No,Flood,Premium,50,28169,Customer_427,67,Texas,Silver,979,0.42,28.7732379979571,0,563.38
POL00428,CUST00428,Auto,East,Approved,No,Fire,Platinum,28,8941,Customer_428,48,Florida,Platinum,1966,0.55,4.547812817904374,0,319.32142857142856
POL00429,CUST00429,Travel,North,Under Review,No,Collision,Premium,54,15388,Customer_429,28,New York,Platinum,1853,0.76,8.304371289800324,1,284.962962962963
POL00430,CUST00430,Auto,West,Under Review,No,Fire,Platinum,36,6569,Customer_430,52,Texas,Gold,1774,0.72,3.7029312288613303,1,182.47222222222223
POL00431,CUST00431,Travel,Central,Approved,No,Other,Platinum,51,5300,Customer_431,39,California,Silver,2330,0.65,2.274678111587983,0,103.92156862745098
POL00432,CUST00432,Travel,Central,Under Review,Yes,Other,Gold,26,40037,Customer_432,25,Florida,Silver,1389,0.31,28.824334053275738,0,1539.8846153846155
POL00433,CUST00433,Auto,South,Under Review,Yes,Medical Emergency,Premium,27,37586,Customer_433,27,Texas,Silver,2306,0.58,16.299219427580226,0,1392.0740740740741
POL00434,CUST00434,Home,South,Rejected,No,Other,Standard,6,13015,Customer_434,38,New York,Silver,2490,0.26,5.2269076305220885,0,2169.1666666666665
POL00435,CUST00435,Life,Central,Rejected,No,Other,Gold,31,46002,Customer_435,62,Illinois,Silver,1424,0.46,32.30477528089887,0,1483.9354838709678
POL00436,CUST00436,Health,Central,Approved,No,Flood,Gold,46,7254,Customer_436,25,Illinois,Gold,622,0.49,11.662379421221864,0,157.69565217391303
POL00437,CUST00437,Travel,West,Approved,No,Flood,Standard,6,18144,Customer_437,62,New York,Platinum,2402,0.23,7.553705245628643,0,3024.0
POL00438,CUST00438,Life,East,Approved,No,Flood,Gold,30,25214,Customer_438,62,New York,Silver,1910,0.39,13.201047120418847,0,840.4666666666667
POL00439,CUST00439,Home,South,Rejected,No,Other,Platinum,21,41118,Customer_439,45,Illinois,Gold,1862,0.87,22.082706766917294,1,1958.0
POL00440,CUST00440,Health,East,Approved,No,Medical Emergency,Platinum,44,16183,Customer_440,53,Texas,Gold,1277,0.87,12.672670321064997,1,367.79545454545456
POL00441,CUST00441,Health,West,Approved,No,Burglary,Premium,37,7238,Customer_441,29,Illinois,Silver,847,0.45,8.545454545454545,0,195.6216216216216
POL00442,CUST00442,Travel,Central,Approved,No,Burglary,Premium,13,7090,Customer_442,34,New York,Gold,528,0.23,13.428030303030303,0,545.3846153846154
POL00443,CUST00443,Auto,East,Rejected,No,Fire,Standard,47,12637,Customer_443,52,Florida,Silver,1474,0.33,8.573270013568521,0,268.8723404255319
POL00444,CUST00444,Home,Central,Under Review,No,Burglary,Premium,58,23415,Customer_444,45,California,Silver,534,0.47,43.848314606741575,0,403.7068965517241
POL00445,CUST00445,Travel,Central,Approved,No,Burglary,Platinum,52,25071,Customer_445,31,Florida,Gold,2041,0.86,12.283684468397844,1,482.13461538461536
POL00446,CUST00446,Home,North,Under Review,Yes,Flood,Standard,43,46415,Customer_446,27,Florida,Silver,1919,0.3,24.18707660239708,0,1079.4186046511627
POL00447,CUST00447,Auto,East,Approved,No,Flood,Standard,33,43679,Customer_447,69,New York,Platinum,1122,0.73,38.92959001782531,1,1323.6060606060605
POL00448,CUST00448,Auto,East,Under Review,No,Other,Premium,46,42240,Customer_448,44,Illinois,Silver,1817,0.28,23.247110621904238,0,918.2608695652174
POL00449,CUST00449,Travel,Central,Rejected,No,Fire,Platinum,59,19271,Customer_449,43,Texas,Gold,1088,0.89,17.712316176470587,1,326.6271186440678
POL00450,CUST00450,Auto,West,Rejected,No,Collision,Standard,30,37034,Customer_450,59,Florida,Gold,1872,0.47,19.78311965811966,0,1234.4666666666667
POL00451,CUST00451,Life,North,Approved,Yes,Fire,Platinum,39,34434,Customer_451,28,Illinois,Silver,1670,0.74,20.619161676646705,1,882.9230769230769
POL00452,CUST00452,Health,Central,Under Review,No,Fire,Platinum,54,5188,Customer_452,29,Texas,Silver,1590,0.44,3.2628930817610065,0,96.07407407407408
POL00453,CUST00453,Travel,South,Rejected,No,Medical Emergency,Platinum,29,11161,Customer_453,25,Florida,Gold,1403,0.64,7.955096222380613,0,384.86206896551727
POL00454,CUST00454,Home,South,Approved,No,Other,Premium,28,29732,Customer_454,28,Texas,Platinum,1019,0.33,29.177625122669284,0,1061.857142857143
POL00455,CUST00455,Life,North,Approved,Yes,Medical Emergency,Gold,17,12314,Customer_455,36,Illinois,Platinum,621,0.3,19.829307568438004,0,724.3529411764706
POL00456,CUST00456,Travel,West,Rejected,Yes,Fire,Gold,11,24954,Customer_456,51,California,Gold,839,0.86,29.742550655542313,1,2268.5454545454545
POL00457,CUST00457,Auto,Central,Rejected,No,Fire,Standard,40,22508,Customer_457,66,Illinois,Gold,674,0.84,33.3946587537092,1,562.7
POL00458,CUST00458,Auto,East,Approved,No,Fire,Platinum,49,22969,Customer_458,47,New York,Gold,2423,0.82,9.479570780024762,1,468.7551020408163
POL00459,CUST00459,Auto,North,Under Review,No,Burglary,Premium,24,46659,Customer_459,49,Texas,Gold,2214,0.64,21.074525745257453,0,1944.125
POL00460,CUST00460,Auto,West,Under Review,Yes,Medical Emergency,Platinum,5,38545,Customer_460,45,California,Gold,1096,0.77,35.168795620437955,1,7709.0
POL00461,CUST00461,Home,East,Under Review,No,Fire,Platinum,12,37668,Customer_461,48,Texas,Gold,950,0.25,39.65052631578947,0,3139.0
POL00462,CUST00462,Life,South,Approved,Yes,Flood,Premium,50,24061,Customer_462,49,Texas,Platinum,1056,0.43,22.78503787878788,0,481.22
POL00463,CUST00463,Health,South,Rejected,No,Other,Gold,20,14716,Customer_463,69,Florida,Silver,1659,0.42,8.87040385774563,0,735.8
POL00464,CUST00464,Home,East,Approved,No,Other,Platinum,18,40749,Customer_464,56,New York,Platinum,2378,0.64,17.13582842724979,0,2263.8333333333335
POL00465,CUST00465,Home,North,Rejected,No,Flood,Platinum,16,40144,Customer_465,56,Texas,Gold,1539,0.45,26.08447043534763,0,2509.0
POL00466,CUST00466,Health,South,Under Review,No,Other,Gold,55,17907,Customer_466,29,Illinois,Silver,1856,0.3,9.648168103448276,0,325.58181818181816
POL00467,CUST00467,Health,Central,Under Review,No,Burglary,Premium,27,19777,Customer_467,60,Illinois,Silver,1718,0.62,11.511641443538998,0,732.4814814814815
POL00468,CUST00468,Auto,East,Rejected,No,Burglary,Standard,19,28693,Customer_468,66,Florida,Silver,2019,0.77,14.211490837048043,1,1510.157894736842
POL00469,CUST00469,Home,East,Rejected,No,Collision,Gold,32,43928,Customer_469,66,New York,Gold,508,0.47,86.4724409448819,0,1372.75
POL00470,CUST00470,Travel,South,Approved,No,Collision,Standard,38,27329,Customer_470,63,New York,Platinum,2351,0.29,11.624415142492555,0,719.1842105263158
POL00471,CUST00471,Health,North,Under Review,No,Collision,Standard,6,47892,Customer_471,40,Illinois,Silver,833,0.34,57.493397358943575,0,7982.0
POL00472,CUST00472,Health,Central,Approved,No,Other,Gold,36,17282,Customer_472,57,California,Platinum,1856,0.37,9.311422413793103,0,480.05555555555554
POL00473,CUST00473,Life,North,Approved,Yes,Burglary,Platinum,27,24624,Customer_473,45,Florida,Platinum,1516,0.41,16.242744063324537,0,912.0
POL00474,CUST00474,Travel,West,Approved,Yes,Burglary,Standard,26,24321,Customer_474,33,Florida,Silver,826,0.65,29.444309927360774,0,935.4230769230769
POL00475,CUST00475,Travel,West,Under Review,Yes,Burglary,Standard,55,11488,Customer_475,30,Illinois,Platinum,514,0.62,22.35019455252918,0,208.87272727272727
POL00476,CUST00476,Health,South,Approved,Yes,Flood,Premium,29,23574,Customer_476,69,Illinois,Platinum,1338,0.69,17.618834080717487,0,812.8965517241379
POL00477,CUST00477,Auto,South,Approved,No,Burglary,Platinum,26,6240,Customer_477,59,California,Gold,2137,0.45,2.919981282171268,0,240.0
POL00478,CUST00478,Life,South,Approved,No,Flood,Standard,26,44221,Customer_478,63,California,Gold,725,0.78,60.99448275862069,1,1700.8076923076924
POL00479,CUST00479,Travel,West,Approved,No,Collision,Premium,53,11478,Customer_479,46,New York,Platinum,1948,0.34,5.892197125256674,0,216.56603773584905
POL00480,CUST00480,Health,North,Approved,No,Collision,Platinum,56,46162,Customer_480,65,Florida,Gold,2313,0.53,19.957630782533506,0,824.3214285714286
POL00481,CUST00481,Travel,North,Approved,No,Other,Gold,46,20262,Customer_481,29,Florida,Silver,1931,0.76,10.493008803728639,1,440.4782608695652
POL00482,CUST00482,Life,South,Under Review,No,Collision,Gold,10,5432,Customer_482,66,Illinois,Platinum,612,0.33,8.875816993464053,0,543.2
POL00483,CUST00483,Life,Central,Approved,No,Other,Premium,19,30721,Customer_483,47,New York,Gold,1951,0.28,15.746283956945156,0,1616.8947368421052
POL00484,CUST00484,Home,North,Rejected,No,Fire,Gold,58,14568,Customer_484,41,Florida,Gold,500,0.82,29.136,1,251.17241379310346
POL00485,CUST00485,Health,West,Approved,No,Fire,Standard,47,15178,Customer_485,36,New York,Silver,765,0.44,19.840522875816994,0,322.93617021276594
POL00486,CUST00486,Life,East,Approved,No,Medical Emergency,Platinum,41,23195,Customer_486,47,New York,Gold,2014,0.68,11.516881827209533,0,565.7317073170732
POL00487,CUST00487,Home,East,Under Review,No,Other,Standard,37,1302,Customer_487,40,Illinois,Silver,1731,0.22,0.7521663778162911,0,35.189189189189186
POL00488,CUST00488,Home,East,Under Review,No,Medical Emergency,Standard,12,18022,Customer_488,27,New York,Platinum,2145,0.68,8.401864801864802,0,1501.8333333333333
POL00489,CUST00489,Travel,Central,Rejected,Yes,Medical Emergency,Gold,57,1055,Customer_489,54,California,Silver,2235,0.42,0.4720357941834452,0,18.50877192982456
POL00490,CUST00490,Travel,South,Rejected,No,Fire,Standard,48,46781,Customer_490,46,California,Silver,1451,0.24,32.24052377670572,0,974.6041666666666
POL00491,CUST00491,Home,West,Under Review,No,Other,Gold,48,9717,Customer_491,33,Texas,Gold,1892,0.63,5.135835095137421,0,202.4375
POL00492,CUST00492,Travel,Central,Under Review,Yes,Fire,Platinum,9,29699,Customer_492,53,Illinois,Silver,805,0.37,36.893167701863355,0,3299.8888888888887
POL00493,CUST00493,Life,West,Approved,Yes,Medical Emergency,Platinum,43,9150,Customer_493,61,Texas,Gold,511,0.47,17.90606653620352,0,212.7906976744186
POL00494,CUST00494,Auto,West,Under Review,Yes,Other,Standard,8,3125,Customer_494,47,California,Platinum,1868,0.26,1.672912205567452,0,390.625
POL00495,CUST00495,Life,South,Rejected,No,Medical Emergency,Premium,10,45247,Customer_495,37,Texas,Platinum,1988,0.3,22.76006036217304,0,4524.7
POL00496,CUST00496,Home,East,Approved,No,Burglary,Gold,49,49513,Customer_496,56,Illinois,Silver,2223,0.41,22.273054430949166,0,1010.469387755102
POL00497,CUST00497,Home,South,Rejected,No,Other,Gold,36,17748,Customer_497,47,Illinois,Silver,2189,0.26,8.107811786203746,0,493.0
POL00498,CUST00498,Life,Central,Approved,No,Other,Standard,56,40577,Customer_498,69,New York,Platinum,2017,0.84,20.117501239464552,1,724.5892857142857
POL00499,CUST00499,Travel,Central,Under Review,No,Medical Emergency,Gold,34,5621,Customer_499,41,Florida,Platinum,1891,0.2,2.9725013220518246,0,165.3235294117647
POL00500,CUST00500,Travel,Central,Rejected,No,Burglary,Gold,51,16034,Customer_500,64,New York,Gold,2369,0.54,6.768256648374842,0,314.3921568627451
